text,Lemma,Polarity,Analysis,Vader Sentiment,Vader Analysis,SWN analysis,Berta
"17 October,""Dear Anna, I've got my fucked head in an absolute state about Jacob man. I don't know what to do so I was feeling pretty good like I'm getting over it was kind of defending myself and my decisions more. And then I guess we had a nice time at his the other day and he's sending me fucking Rachel Chinrioni tickets, back to texting about pointless shite. Bus he's got this gig coming up which he made a hinge for come to find a day and I heard the music and she's  fucking great. So I got all worked up like I wanna go but I don't wanna seem weird or like making moves. I just wanna go to the gig if he's not going with anyone else. I feel kinda in limbo and I don’t know if I'm Deeping it too much Income worried if I get too close I'm gonna fall for him again and get myself hurt. I also kind of worried about sending mixed signals. I need to think about what I want realistically I don't care about the gig I would be anxious anyway. I want Jacob to be in my life but with enough space that I can grow and focus on myself. He really helpful understand my issues but then also I can't help but have some feelings towards him.new line I trust in myself to learn from previous experiences and to do what's best for me. lots of love. Anna""",  October Dear Anna get fucked head absolute state Jacob man know feel pretty good like get kind defend decision guess nice time day send fuck Rachel Chinrioni ticket back texting pointless shite Bus get gig come make hinge come find day hear music fuck great get work like wan na go wan na seem weird like make move wan na go gig go anyone else feel kinda limbo know Deeping much Income worry get close gon na fall get hurt also kind worried send mixed signal need think want realistically care gig would anxious anyway want Jacob life enough space grow focus really helpful understand issue also help feeling towards new line trust learn previous experience best lot love Anna,0.1047878787878788,Positive,0.9819,Positive,Positive,"[{'label': 'caring', 'score': 0.7155625224113464}]"
"18 October,""Dear Anna, I'm feeling quite good today actually I might do some uni work. Me and yours went to play 30 and I actually got a good night's sleep. My life is pretty slow at the moment but it still feels quite a lot. I'm just kind of going with the motion but I feel a bit stranger and I want to focus on myself I just have to work out how. I want to throw myself into uni and my practise.Things I want to feel comfortable in: myself I deserve respect I deserve love I am smart I have a lot to offer the world my voice should be heard I have talent I'm a hard worker I am beautiful  I'm strong minded I own my own opinions I am worthy companion I'm a good friend I love myself I am loved by others I deserve only healthy relationships It's OK to need help I am my own individual I deserve someone who would cross oceans for me I deserve open communication I'm capable of many things I can handle any situation that comes my way Whatever is meant to stay will stay I am kind and I believe that I deserve good things Anna""",  October Dear Anna feel quite good today actually might uni work go play actually get good night sleep life pretty slow moment still feel quite lot kind go motion feel bit stranger want focus work want throw uni practise Things want feel comfortable deserve respect deserve love smart lot offer world voice hear talent hard worker beautiful strong mind opinion worthy companion good friend love love others deserve healthy relationship OK need help individual deserve someone would cross ocean deserve open communication capable many thing handle situation come way Whatever mean stay stay kind believe deserve good thing Anna,0.32506613756613756,Positive,0.9973,Positive,Positive,"[{'label': 'admiration', 'score': 0.4137871563434601}]"
"19 October,I want to remember my dream",  October want remember dream,0.0,Neutral,0.3182,Neutral,Positive,"[{'label': 'neutral', 'score': 0.9982932209968567}]"
"20 October,""This really fucking works. I remembered my dreams. The first one was a bit crazy we were at my house(my parents) with lots of people from London, Paris, Jacob, Cameron and Jacob uni mates. I should above water and ask Jay to open it'cause it would spray everywhere and it went over me. I also had loads of wedding dresses. One point someones dog, which look like pip naomi's dog attacked are chickens and Emily saved it. The second dream we were all sat around a dinner table and I was looking at old photos and behind me Jay whispered but I looked beautiful and then I zoomed in on everyone RJ looked like Jeffrey Dahmer and Anastasia looked beautiful as ever. Then he told me to go upstairs to his room and I got on top of him like we used to And then he said what we gonna do and I woke up.I can't believe how vivid they were beautiful they really. I wonder if you can dream likely? I'm in a kind of limbo but it makes sense actually.I need to get ready for my cool but I'm going to journal later love you, dreams and allAnna  First talking therapy where am I and what is going on?Reflect on own needs strategiesmaslow's hierarchy of need self actualization esteem needs belonging and love needs safety physiological needs Stephen Covey circle the seven habits of highly effective people 1989 within my control within my sphere of influence out of my controlcan control: how I take care of myself how I approach work what I read what I buy what I give my attention to, time and energy to cannot control: football economy natural disaster weather whatever people think of me if we try to change the uncontrollable we spend less time on the controllable and can make us feel worse five areas model: situation, thoughts, emotions, behaviour, physical sensations put your own oxygen mask on before others stress bucket relaxation: activate rest and restore counterbalance stress heart rate and respiration rates walk music five things see, four things here, three things feel, two things smell, one taste. Yoga Doodle Drawing Painting watching filmsprogressive muscle relaxation the need for focus -Worry management the need for balance-time management the need for connection - assertiveness""",  October really fuck work remember dream first one bit crazy house parent lot people London Paris Jacob Cameron Jacob uni mate water ask Jay open cause would spray everywhere go also load wed dress One point someone dog look like pip naomi dog attack chicken Emily save second dream sit around dinner table look old photo behind Jay whisper look beautiful zoom everyone RJ look like Jeffrey Dahmer Anastasia look beautiful ever tell go upstairs room get top like use say gon na wake believe vivid beautiful really wonder dream likely kind limbo make sense actually need get ready cool go journal later love dream allAnna First talk therapy go Reflect need strategiesmaslow hierarchy need self actualization esteem need belong love need safety physiological need Stephen Covey circle seven habit highly effective people within control within sphere influence controlcan control take care approach work read buy give attention time energy control football economy natural disaster weather whatever people think try change uncontrollable spend less time controllable make us feel worse five area model situation thought emotion behaviour physical sensation put oxygen mask others stress bucket relaxation activate rest restore counterbalance stress heart rate respiration rate walk music five thing see four thing three thing feel two thing smell one taste Yoga Doodle Drawing Painting watch filmsprogressive muscle relaxation need focus Worry management need balance time management need connection assertiveness,0.1520833333333333,Positive,0.9927,Positive,Positive,"[{'label': 'admiration', 'score': 0.9249246716499329}]"
"21 October,""dear Anna,how are you sleepyhead? Today has been pretty sweet day actually. Last night me phoenix and Dariana went to the pub and run into yes housemates. We ended up in set where Dariana got too drunk and I bought her home. We spent the day doing hair and napping it was really relaxing actually. I had lots of thoughts about Jacob today but I'm gonna focus on myself and my happiness.I love you Anna""",  October dear Anna sleepyhead Today pretty sweet day actually Last night phoenix Dariana go pub run yes housemate end set Dariana get drunk buy home spend day hair nap really relax actually lot thought Jacob today gon na focus happiness love Anna,0.1875,Positive,0.9643,Positive,Positive,"[{'label': 'love', 'score': 0.8600698709487915}]"
"22 October,I want to remember my dream I did not remember my dream and I slept for a really long time. Goals for today: go to charity shops buy  food cleaning supplies clean kitchen clean bathroom tidy room clean room cook dinner",  October want remember dream remember dream sleep really long time Goals today go charity shop buy food cleaning supply clean kitchen clean bathroom tidy room clean room cook dinner,0.32999999999999996,Positive,0.9217,Positive,Positive,"[{'label': 'neutral', 'score': 0.8894295692443848}]"
"23 October,""dear Anna, you didn't think I forgot about you did ya? Today I spent the day by myself and it was actually quite peaceful. I'm getting to a better place. The sad isn't so overwhelming. I'm really proud of myself. I'm ready to get back to work. I want to do more uni work and I feel more in control. I cleaned, cooked, 8, watched and looked after myself which may only be my physiological needs and safety but its stepping stones. love you Anna you deserve the world you're strong enough to handle anything that happens.Totally and wholly yoursAnnaI want to remember my dream, again I didn't remember my dream""",  October dear Anna think forget ya Today spend day actually quite peaceful get good place sad overwhelming really proud ready get back work want uni work feel control clean cook watched look may physiological need safety stepping stone love Anna deserve world strong enough handle anything happen Totally wholly yoursAnnaI want remember dream remember dream,0.24999999999999997,Positive,0.9804,Positive,Positive,"[{'label': 'admiration', 'score': 0.7120911478996277}]"
"24 October,""Dear Anna, I’m  feeling really good today. Had a good time at uni, I feel rested, plans to see come later. I love you, enjoy this feeling you deserve it.Love, Anna, from head to toe.""",  October Dear Anna feel really good today good time uni feel rested plan see come later love enjoy feeling deserve Love Anna head toe,0.4666666666666666,Positive,0.9685,Positive,Positive,"[{'label': 'joy', 'score': 0.644282341003418}]"
"25 October,""Dear Anna, It's time to find some motivation. We've slept late the last two days but you're in a good place to smash some work, make something, you are safe let's keep working on yourself. I might try to work  sheet out on what's on my mind. I don't really know how to use the work sheets but I guess well go to the exhibition and it will be fine I think I think he's trying to play some game but honestly I don't know I don't see him I only think this because of what Johnny said about the gig. I got a refocus on me again. Look after yourself today babe.Love you Anna Dear Anna, I know I can do better. Today wasn't the best mental health day. I stayed in my room when I could hear my house moves together which isn't like me. I think my meds are making me more tired. They definitely have lowered my sex drive. But the ups and downs I guess and more mellow by feel kind of numb today to be honest. I also haven't been replying to people or making that much effort to socialise but tomorrow I'm going to try better. My routine is more secure now so I might try stretch it and hello more exercise more schedule uni time. Baby steps. Love Anna""",  October Dear Anna time find motivation slept late last two day good place smash work make something safe let keep work might try work sheet mind really know use work sheet guess well go exhibition fine think think try play game honestly know see think Johnny say gig get refocus Look today babe Love Anna Dear Anna know good Today best mental health day stay room could hear house move together like think med make tired definitely lower sex drive ups down guess mellow feel kind numb today honest also reply people make much effort socialise tomorrow go try good routine secure might try stretch hello exercise schedule uni time Baby step Love Anna,0.2573232323232324,Positive,0.9927,Positive,Positive,"[{'label': 'love', 'score': 0.5513075590133667}]"
"27 October,""Dear Anna, Today has been a rough day I almost missed therapy and then I wasn't really engaged with it anyway then I showered and go back into bed till 3:00-ish. I ate some food. Then i went on a walk. It made me feel a lot better. Svenny told me she's glad that me and Jacob are friends because we have such a good friendship and it made me feel a lot better. I think I might do dry November.Lots of Love Anna""",  October Dear Anna Today rough day almost miss therapy really engage anyway shower go back bed till ish eat food go walk make feel lot well Svenny tell glad Jacob friend good friendship make feel lot well think might dry November Lots Love Anna,0.2476190476190476,Positive,0.9732,Positive,Positive,"[{'label': 'love', 'score': 0.9766495227813721}]"
"30 October,""Good morning Anna, you've had a crazy weekend full of love and chatting shit or love for chatting shit. I also want to mention on Saturday you choose to look after yourself rather than please others and I'm so proud. This morning I woke up early because I wanted to wash my hair but instead I decided to check tonight or tomorrow but I meditated and cooked breaky. I feel ready to face a day whatever it throws at me.I love you, you're growing into the person we deserve to be. Who deserves love.Love Anna,XOXO Gossip Girl""",  October Good morning Anna crazy weekend full love chat shit love chat shit also want mention Saturday choose look rather please others proud morning wake early want wash hair instead decide check tonight tomorrow meditate cook breaky feel ready face day whatever throw love grow person deserve deserve love Love Anna XOXO Gossip Girl,0.28076923076923077,Positive,0.9815,Positive,Positive,"[{'label': 'amusement', 'score': 0.8757340312004089}]"
"1 November,""Dear Jacob, this isn't meant for your eyes. To feel. With textured hands. I wish it was me. Waking up next to you. Hearing your ideas and thoughts. I really did love you, always did. I need to let you go the future is calling pastors gone and presents it has arrived. You would cringe reading this luckily it's for me and not for you. I was never truly open with you. I couldn't trust you, that was more your fault than mine. I am a soppy cunt. I love the idea of us but it's time to let go. I can't imagine you turning up with flowers anymore. That's all you had to do. £2.49 from Lidl. I'm sorry but I think I run out of excuses. Your friendship is important to me but not as important as my worthiness for love. I deserve to be cherished. You can see it. Thank you for everything but it's time I love myself I was yours hands and all. I wanted to give you the world I would have given you mine. love you, Anna Dear Anna,So I cried 11 times in October I'm quite proud of that actually. I stayed at Cameron's last night. It was me, Cameron, phoenix, Jacob and dariana. Dariana shouted at me to stop kidding myself about quitting smoking and I'm an addict. It made me feel really **** about myself. She also mentioned that Jacob had been on a day which in fairness I did already know about but made me feel really uncomfortable I don't care that jacob's dating but talking about it in front of me was uncalled for. I feel like it was unnecessary. Jacob will tell me if this morning he was to tell me about it's not her place. I'm happy to see that the way I'm dealing with it but it did make me feel awful yesterday. I'm acknowledging them and feeling them.I love you – forever. Anna x""",  November Dear Jacob meant eye feel textured hand wish Waking next Hearing idea thought really love always need let go future call pastor go present arrive would cringe read luckily never truly open trust fault mine soppy cunt love idea us time let go imagine turn flower anymore Lidl sorry think run excuse friendship important important worthiness love deserve cherish see Thank everything time love hand want give world would give mine love Anna Dear Anna cry time October quite proud actually stay Cameron last night Cameron phoenix Jacob dariana Dariana shout stop kid quit smoking addict make feel really also mention Jacob day fairness already know make feel really uncomfortable care jacob date talk front uncalled feel like unnecessary Jacob tell morning tell place happy see way deal make feel awful yesterday acknowledge feel love forever Anna x,0.12971014492753627,Positive,0.9931,Positive,Positive,"[{'label': 'gratitude', 'score': 0.935522735118866}]"
"2 November,""I stayed in mile end the last two nights and had such a good time. I was upset yesterday about what doriana I said but then I went to see Tom, Paris and Amy with Cameron and phoenix and we had the best time. I haven't laughed so hard in ages. I came back home and went to the cinema with Lily and Sinead. We watched paul Mescal get vacuum packed in foe. Which I thought was really good love a good sci-fi me. I just realised that the Anna I write to is future Anna Because she reads this. Sometimes getting the pronouns and the tenses right is difficult. But here we are. You know I think my meds are working. I feel a lot better, still out of control sometimes but it's way more manageable. Camo called me donkey from Shrek earlier - make sense.I'm a bit anxious for tomorrow so I'm going to plan my day also tomorrow try the meditation and put way too much love and care into it """,  November stay mile end last two night good time upset yesterday doriana say go see Tom Paris Amy Cameron phoenix best time laugh hard age come back home go cinema Lily Sinead watch paul Mescal get vacuum pack foe think really good love good sci fi realise Anna write future Anna read Sometimes get pronoun tense right difficult know think med work feel lot well still control sometimes way manageable Camo call donkey Shrek earlier make sense bit anxious tomorrow go plan day also tomorrow try meditation put way much love care,0.19425770308123247,Positive,0.9649,Positive,Positive,"[{'label': 'neutral', 'score': 0.6694458723068237}]"
"3 November,""Therapy – Balance Not giving ourselves time to see betterhow to break this cycle thoughts behaviour value compass - how you want to live your life important out of 10 recently truth value out of 10 goal setting: routine necessary pleasure Smart Goal: Specific Measurable Attractive Realistic time limited",  November Therapy Balance give time see betterhow break cycle thoughts behaviour value compass want live life important recently truth value goal set routine necessary pleasure Smart Goal Specific Measurable Attractive Realistic time limit,0.2146645021645022,Positive,0.9477,Positive,Positive,"[{'label': 'desire', 'score': 0.8447679281234741}]"
"activity diary thought traps: all or nothing mental filter prediction/mind reading over generalisation compare and despair emotional reasoning thoughts so far get in the way.""",  activity diary thought trap nothing mental filter prediction mind reading generalisation compare despair emotional reasoning thought far get way,0.0,Neutral,-0.4588,Neutral,Positive,"[{'label': 'neutral', 'score': 0.9834836721420288}]"
"5 November,""Dear Anna,I hope you're doing well. I've been doing a lot better. Struggling to concentrate today but it's Sunday. And proud of myself I stayed at phoenix's last night and said night two parties which is really good because I drank twice this week three times actually I had beers on Halloween. I also did coke once and smoked twice. I'm going to try re focus on sobriety this week. But today I went to borough market and walked home. I bought myself flowers on the way. I'm going to try and organise my week now so I know what to expect.I'm so proud of youlots of love Anna""",  November Dear Anna hope well lot well Struggling concentrate today Sunday proud stay phoenix last night say night two party really good drink twice week three time actually beer Halloween also coke smoke twice go try focus sobriety week today go borough market walk home buy flower way go try organise week know expect proud youlots love Anna,0.4666666666666666,Positive,0.969,Positive,Positive,"[{'label': 'neutral', 'score': 0.8177509903907776}]"
"6 November,""Dear Anna,how much do you love yourself? Do you think there will be a day without self doubt? The future is looking bright. Each day I grow prouder. I take more action to better myself and look after myself. In two months i did not think i would be here saying no to spontaneous nights all so that I could stay in and have alone time. I hid my phone from myself who evening and I wasn’t even bothered. Have a busy schedule this week but I am very excited and I know I can manage it. I still haven't been to the gym or done that much uni work but it comes with time. I had an interview today and wasn't that nervous didn't need any propanolo. I have a doctor's appointment tomorrow morning. I'm really proud of my progress. I don't know if I should tell Jacob we can't be friends anymore. The truth is I don't want to hurt his feelings but I'm going to hurt mine more in the long run. Everyone was so happy we could remain friends but I know it's gonna kill me seeing him with someone else. Hearing about him and anastasia's I have to be nice. I need to talk to him about this.Anna, I know you will do the right thing but make sure you do it for you.Love you a million times over,Anna""",  November Dear Anna much love think day without self doubt future look bright day grow prouder take action good look two month think would say spontaneous night could stay alone time hide phone even even bother busy schedule week excited know manage still gym do much uni work come time interview today nervous need propanolo doctor appointment tomorrow morning really proud progress know tell Jacob friend anymore truth want hurt feeling go hurt mine long run Everyone happy could remain friend know gon na kill see someone else Hearing anastasia nice need talk Anna know right thing make sure Love million time Anna,0.41941964285714284,Positive,0.9828,Positive,Positive,"[{'label': 'approval', 'score': 0.5846375823020935}]"
"7 November,""Dear Anna,I went to the doctors this morning and she gave me a bit of a reality check. About starting work again. Christmas and new year's and also about alcohol. I have been doing really well recently but i don't want to sink back. It's absolutely OK to have a down day but what harm would amount of really working on myself too? If I'm gonna do this I want to commit.Goals: exercise twice a week drink once a week meditate every day journal every day I haven't committed yet . I wanna sleep on it to make sure. Ilove you and You're so strong Anna Dear Anna,I think today could be the best day of my life... Grow up with me….Today I vowed to grow old with you. There's people I will love for eternity and you will be one of them. Three years and always supporting. Always checking in. You are in my thoughts and I am in yours. A friendship for life, I love I will appreciate when I'm old. I will continue to grow. I have faith, in life and love. I am under your spell. I will tell you one day but for the moment it's sweet in my heart. You deserve a love like this.Forever yours till then,Anna""",  November Dear Anna go doctor morning give bit reality check start work Christmas new year also alcohol really well recently want sink back absolutely OK day harm would amount really work gon na want commit Goals exercise twice week drink week meditate every day journal every day commit yet wan na sleep make sure Ilove strong Anna Dear Anna think today could best day life Grow Today vow grow old people love eternity one Three year always support Always check thought friendship life love appreciate old continue grow faith life love spell tell one day moment sweet heart deserve love like Forever till Anna,0.3129233511586453,Positive,0.9955,Positive,Positive,"[{'label': 'love', 'score': 0.8734763860702515}]"
"10 November,""Dear Anna, I fell a bit down today. I did yesterday it's. I missed therapy this morning. I did have fun last night but I'm not sure this is the way I want to live anymore. When I feel sad I'm scared it's gonna get bad again. I think I should talk to phoenix this weekend first up I miss Jacob. It's fucked. Think about the future look forward to it. You surrounded by beautiful  amazing people. Show I'm working on myself for you. I can give myself a break. I've been so good recently. I have to do what was best for me. You know exactly what you need.Lots of Love,Anna""",  November Dear Anna fell bit today yesterday miss therapy morning fun last night sure way want live anymore feel sad scar gon na get bad think talk phoenix weekend first miss Jacob fuck Think future look forward surround beautiful amazing people Show work give break good recently best know exactly need Lots Love Anna,0.23242424242424242,Positive,0.9451,Positive,Positive,"[{'label': 'love', 'score': 0.6450431942939758}]"
"13 November,""Dear Anna, I thought about the line about the date. I'm embarrassed by how I've slipped recently. But today is a new day. In a new our. In a new minute. Every breath in a new second. I want to get some women's that will help me feel less tired. I think organisations is going to be key over the next couple of weeks. And abstaining from drinking I know I keep saying that but how far will it go? Let's start easy. Plan tomorrow. Wake up at 8:00 AM UNI 9:30 to 1:30 lunch 1:30 to 2:30 reflect 230 to 3:30 feed job 3:30 to 4:30 clean room, plan week five to seven dinner 7 to 8 watch film 8:30 to 9:30 read 9:30 to 10:30 sleep 11 love you, you are strong Still 13th November – I’ve been busy 1 days soberDear Anna, I'm not hopeful about how that count will go on go for but there's no harm in tryingReasons to stop: I'm scared I will get in trouble it's embarrassing I'm convinced there's more to life my physical health will help me quit smoking I want to feel happier Fuck haniexty man, you're better than that For Matthew Perry and Amy Winehouse to name a few I want to see sober Anna, what can she achieve?What does she want to achieve?I haven't felt the runaway feeling for a while sometimes when I see someone but going to rationally trigger that but it wasn't too bad this time. You know I get so quiet after I've been drinking the next day is shit I also can't afford anymore.What to do instead: try all non alcoholic beers play cards drink juice practice breathing techniques""",  November Dear Anna think line date embarrass slip recently today new day new new minute Every breath new second want get woman help feel less tired think organisation go key next couple week abstain drink know keep say far go Let start easy Plan tomorrow Wake UNI lunch reflect fee job clean room plan week five seven dinner watch film read sleep love strong Still th November busy day soberDear Anna hopeful count go go harm tryingReasons stop scar get trouble embarrass convince life physical health help quit smoke want feel happy Fuck haniexty man good Matthew Perry Amy Winehouse name want see sober Anna achieve want achieve felt runaway feeling sometimes see someone go rationally trigger bad time know get quiet drink next day shit also afford anymore instead try non alcoholic beer play card drink juice practice breathe technique,0.06526374859708195,Positive,0.902,Positive,Positive,"[{'label': 'neutral', 'score': 0.3235115706920624}]"
"14 November,""Plan: Set alarm 7:30Wake up: 8 Shower 9:30Walk 8-9Go to Camberwell 10-1Have lunch 1-2 Uni 2-6If Tom comesCook Dinner 7Smoke jointChat shit BedElse Cook dinner 6;30Watch Bake off 8Read/Film 9:30 -11Face mask?ReflectBedDon’t forget black trousersStop on way to Camberwell I am so proud of the progress I am making to become healthier + happiner 14 November Dear Anna, Today didn't exactly go to plan but I did have a good day and I was more present. Me Johnny and Lily had fun at uni and I saw yaz after which was so nice. I'm excited to start work tomorrow and I'm going to bed feeling tired but very loved. Super excited to see the others tomorrow. Going to make a quick plan tomorrow and read till I fall asleep.Love you lotsAnna""",  November Plan Set alarm Wake Shower Walk Go Camberwell lunch Uni Tom comesCook Dinner Smoke jointChat shit BedElse Cook dinner Watch Bake Read Film Face mask ReflectBedDon forget black trousersStop way Camberwell proud progress make become healthy happiner November Dear Anna Today exactly go plan good day present Johnny Lily fun uni saw yaz nice excite start work tomorrow go bed feeling tired loved Super excite see others tomorrow Going make quick plan tomorrow read till fall asleep Love lotsAnna,0.30357142857142855,Positive,0.9819,Positive,Positive,"[{'label': 'love', 'score': 0.5663993954658508}]"
"15 November,""Dear Anna,I’m super Distracted recently, unable to focus. I think I feel a little overwhelmed with how much I have to do. And where to start. But all I need to do is do. 1st I need to turn Netflix off I'm scared of the quiet. OK I'm going to meditate. I feel more present but not productive.""",  November Dear Anna super Distracted recently unable focus think feel little overwhelmed much start need st need turn Netflix scar quiet OK go meditate feel present productive,0.0494047619047619,Positive,0.787,Positive,Negative,"[{'label': 'caring', 'score': 0.6621179580688477}]"
"17 November,""Dear Anna,I've been a bit done this week in my alone moments. I've been super busy seeing everyone. I've had plans every night this week and socialised on all of them. But it has meant that I also haven't spent a lot of time working on myself. Tonight I'm going to have a self-care night and try to focus on why I'm feeling down. I've been meditating which is being helping me understand a little more what's going on. I'm going to try and keep that up. In therapy today they spoke about a warrior journal which I think in my try. So I write down why ovaries during the day and school them but then I let them go and only give myself 30 minutes to reflect on them in the evening. Which I think will be helpful to break that cycle. I really want to go to the gym but I can't find the motivation. Today I really need to do some uni work because otherwise I'm going to be really stressed and behind. So for future Anna I'm going to do it today.I love you a lot,Anna x""",  November Dear Anna bit do week alone moment super busy see everyone plan every night week socialise mean also spent lot time work Tonight go self care night try focus feel meditate help understand little go go try keep therapy today speak warrior journal think try write ovary day school let go give minute reflect evening think helpful break cycle really want go gym find motivation Today really need uni work otherwise go really stress behind future Anna go today love lot Anna x,0.048484848484848485,Positive,0.9538,Positive,Positive,"[{'label': 'caring', 'score': 0.6924688220024109}]"
"18 November,""Dear Anna, You really need to hear this. Someone who makes you feel safe. Someone who has your best interests at heart. There is so much to love about you. You have been through things that they can't imagine. You will find someone who will want to understand. You deserve some kind. You're moving to a better place. I know it doesn't feel like this but you deserve the world. I won’t that you settle for anything less but you have to love yourself first. You'll find someone who would cross oceans for you. Someone who shows up when you need them to. No less. Be proud of how far you have already made it. At 23 you stopped a toxic relationship. You did that for younger you. She loves you for that. You understanding more about yourself an actively doing whats best for you. And I am eternally proud of that. Keep pushing and don't you dare give up. The life you wish for is right there to grab. Just go for it. You deserve it. You really do. You are the only one who doesn't see that. Get with the track. It's time to play. I <3 U XX""",  November Dear Anna really need hear Someone make feel safe Someone best interest heart much love thing imagine find someone want understand deserve kind move good place know feel like deserve world settle anything less love first find someone would cross ocean Someone show need le proud far already make stop toxic relationship young love understand actively whats best eternally proud Keep push dare give life wish right grab go deserve really one see Get track time play U XX,0.4071428571428571,Positive,0.9948,Positive,Positive,"[{'label': 'love', 'score': 0.321348637342453}]"
"20 November,What's happened to you? I know every day is up and down but you've been very happy today. I think dance music is to blame. Anyway well done for doing uni work",  November happen know every day happy today think dance music blame Anyway well do uni work,0.8,Positive,0.5267,Positive,Positive,"[{'label': 'joy', 'score': 0.9554659724235535}]"
"21 November,""Dear Anna, My attention span has been terrible recently. I went for run this morning but it did take up a good chunk of my morning. I have two hours till uni, so I'm going to tidy my room so it's nice when I get back on Wednesday. I'm also going to change my bedding and pack for Phoenix’s. I love you, keep taking your meds.Happy TuesdayLove Anna """,  November Dear Anna attention span terrible recently go run morning take good chunk morning two hour till uni go tidy room nice get back Wednesday also go change bedding pack Phoenix love keep take med Happy TuesdayLove Anna,0.275,Positive,0.9201,Positive,Positive,"[{'label': 'love', 'score': 0.9234907031059265}]"
"23 November,""Dear Anna, Life is getting busy again but I'm keeping my well-being at the forefront. Let's talk about the big thing first. I spoke to Jacob today. I had a red stripe at 3:00 PM I don't feel bad about it. I told him I need some space and he was fine about it but told me he wouldn't reach out and I would need to be very clear when I wanted contact again. I said I would. I gave him some advice about dealing with his feelings because he said he had really dealt with it too. I'm happy I told him everything I wanted to regarding us. He also told me some anecdotes and I returned the favour even though it felt a little unnecessary but we're still nice to see him. It still feels a little unfinished but I'm fine with how it went. I'm proud of myself. Everything I said I believed and came from me for me. That is a strange feeling to describe. We also saw so many people from my course which was quite nice as well. I feel like I was understood and I feel like this is what I needed. The truth is he isn't going to sweep in and save me. I am my own knight in shining armour. I don't want to let my trauma dictate my life anymore. How crucial is that. Really. I'm strong enough. I know I deserve to be loved I have the ability to sit down and diagnose my feelings. I'm whole . I'm present.I love you an unbelievably amount.This is for the best.Lots of Love,Anna XX""",  November Dear Anna Life get busy keep well forefront Let talk big thing first speak Jacob today red stripe PM feel bad tell need space fine tell reach would need clear want contact say would give advice deal feeling say really deal happy tell everything want regard us also tell anecdote return favour even though felt little unnecessary still nice see still feel little unfinished fine go proud Everything say believe come strange feeling describe also saw many people course quite nice well feel like understood feel like need truth go sweep save knight shin armour want let trauma dictate life anymore crucial Really strong enough know deserve love ability sit diagnose feeling whole present love unbelievably amount best Lots Love Anna XX,0.21934523809523812,Positive,0.995,Positive,Positive,"[{'label': 'love', 'score': 0.977698802947998}]"
"27 November,""Dear Anna, Today I realised he stole so much of my identity, I'm scared to share myself with someone in case it happens again. It’s gut wrenching but realising the problem means I can accept it and develop into the person I want to be. Strange is seen as I realised I wanted to tell Jake but I don't need to, the love I have for myself is enough. And all I need to be is present.Dear Anna,I'm so proud of how far we have come. Let's not start slacking. Keep up the meditating shit and try to do this journal every day. Stay hydrated and eat well. Keep listening to love songs and watching ROM coms. You know one day you'll meet someone who you’ll never be able to live without.Til then I have you.Lots of Love,Anna """,  November Dear Anna Today realise steal much identity scar share someone case happen gut wrench realise problem mean accept develop person want Strange see realise want tell Jake need love enough need present Dear Anna proud far come Let start slack Keep meditating shit try journal every day Stay hydrate eat well Keep listen love song watch ROM coms know one day meet someone never able live without Til Lots Love Anna,0.14798951048951053,Positive,0.8602,Positive,Positive,"[{'label': 'caring', 'score': 0.5949482321739197}]"
"29 November,""Dear Anna, I'm going to write later but before work I wanna say you are the person I aspire to be. Amazing, beautiful and kind. I love you. I love you for wanting to run a marathon (half) Do it for little Anna she would be astonished by our beautiful life.Lots of love Your favourite Anna Dear Anna, I have had an absolutely amazing day apart from the karens at work. I am now known as marshmallow queen which is just bonkers. I realised today how good I've been doing recently and I'm so proud of myself. I'm being kind to everyone I meet Even when it's hard and I've been practising patience. I've realised that I have beautiful people around me and I live in a wonderful city. I'm going to keep focusing on my mental health and take steps every day to better myself. Also my creativity is coming back and I'm so happy. I love you more than words can describe - Anna""",  November Dear Anna go write later work wan na say person aspire Amazing beautiful kind love love want run marathon half little Anna would astonish beautiful life Lots love favourite Anna Dear Anna absolutely amazing day apart karen work know marshmallow queen bonkers realise today good recently proud kind everyone meet Even hard practise patience realise beautiful people around live wonderful city go keep focus mental health take step every day good Also creativity come back happy love word describe Anna,0.42252209595959594,Positive,0.9968,Positive,Positive,"[{'label': 'admiration', 'score': 0.6641783118247986}]"
"30 November,""Dear Anna, I'm so tired today and it's cold outside but I’m persevering. I’m happy about my group at uni I think it's going to be fun. I'm worried I don't have enough time but I will find time. I need to order some motors tomorrow.  In theory it shouldn't take too long and I cnat wait to see it alive. Jonny’s reaction was very funny but I don't think he understands the point in pointless. I just need to sort through my data set and read through the extra information for interface. Anyway I'm off to work I can handle anything that happens today,Love you, Anna""",  November Dear Anna tired today cold outside persevere happy group uni think go fun worried enough time find time need order motor tomorrow theory take long cnat wait see alive Jonny reaction funny think understand point pointless need sort data set read extra information interface Anyway work handle anything happen today Love Anna,0.05416666666666667,Positive,0.9349,Positive,Positive,"[{'label': 'caring', 'score': 0.7458876967430115}]"
